date,bank,product_name,rate_effective,rate_nominal,monthly,total_cost,first_year_cost,establishment_fee
2023-10-25,Himla Banktjenester (Fana Sparebank),Boliglån innenfor 75 %,5.07,4.96,32887,7892880,394644,0
2023-10-25,SpareBank 1 Østlandet,Grønt boliglån,5.08,4.94,32911,7898640,394932,1900
2023-10-25,SpareBank 1 Østlandet,Grønt energilån,5.08,4.94,32911,7898640,394932,1900
2023-10-25,Valdres Sparebank,Boliglån miljølån inntil 75%,5.09,4.95,32928,7902720,395136,2000
2023-10-25,SpareBank 1 SMN,Grønt førstehjemslån,5.09,4.94,32923,7901520,395076,2650
2023-10-25,SpareBank 1 Østlandet,Førstehjemslån,5.14,4.99,33049,7931760,396588,1900
2023-10-25,Nybygger.no (Sparebanken Øst),Boliglån 75%,5.15,5.03,33081,7939440,396972,0
2023-10-25,Sparebanken Øst,Grønt førstehjemslån,5.18,5.03,33156,7957440,397872,0
2023-10-25,SpareBank 1 Gudbrandsdal,Grønt Boliglån,5.19,5.05,33203,7968720,398436,1750
2023-10-26,SpareBank 1 Hallingdal Valdres,Grønt føstehjemslån,4.95,4.8,32550,7812000,390600,5000
2023-10-26,Himla Banktjenester (Fana Sparebank),Boliglån innenfor 75 %,5.07,4.96,32887,7892880,394644,0
2023-10-26,SpareBank 1 Østlandet,Grønt boliglån,5.08,4.94,32911,7898640,394932,1900
2023-10-26,SpareBank 1 Østlandet,Grønt energilån,5.08,4.94,32911,7898640,394932,1900
2023-10-26,Valdres Sparebank,Boliglån miljølån inntil 75%,5.09,4.95,32928,7902720,395136,2000
2023-10-26,SpareBank 1 SMN,Grønt førstehjemslån,5.09,4.94,32923,7901520,395076,2650
2023-10-26,SpareBank 1 Østlandet,Førstehjemslån,5.14,4.99,33049,7931760,396588,1900
2023-10-26,Nybygger.no (Sparebanken Øst),Boliglån 75%,5.15,5.03,33081,7939440,396972,0
2023-10-26,Sparebanken Øst,Grønt førstehjemslån,5.18,5.03,33156,7957440,397872,0
2023-10-26,SpareBank 1 Gudbrandsdal,Grønt Boliglån,5.19,5.05,33203,7968720,398436,1750
2023-10-27,SpareBank 1 Hallingdal Valdres,Grønt føstehjemslån,4.95,4.8,32550,7812000,390600,5000
2023-10-27,Himla Banktjenester (Fana Sparebank),Boliglån innenfor 75 %,5.07,4.96,32887,7892880,394644,0
2023-10-27,SpareBank 1 Østlandet,Grønt boliglån,5.08,4.94,32911,7898640,394932,1900
2023-10-27,SpareBank 1 Østlandet,Grønt energilån,5.08,4.94,32911,7898640,394932,1900
2023-10-27,Valdres Sparebank,Boliglån miljølån inntil 75%,5.09,4.95,32928,7902720,395136,2000
2023-10-27,SpareBank 1 SMN,Grønt førstehjemslån,5.09,4.94,32923,7901520,395076,2650
2023-10-27,SpareBank 1 Østlandet,Førstehjemslån,5.14,4.99,33049,7931760,396588,1900
2023-10-27,Nybygger.no (Sparebanken Øst),Boliglån 75%,5.15,5.03,33081,7939440,396972,0
2023-10-27,Sparebanken Øst,Grønt førstehjemslån,5.18,5.03,33156,7957440,397872,0
2023-10-27,SpareBank 1 Gudbrandsdal,Grønt Boliglån,5.19,5.05,33203,7968720,398436,1750
2023-10-28,SpareBank 1 Hallingdal Valdres,Grønt føstehjemslån,4.95,4.8,32550,7812000,390600,5000
2023-10-28,Himla Banktjenester (Fana Sparebank),Boliglån innenfor 75 %,5.07,4.96,32887,7892880,394644,0
2023-10-28,SpareBank 1 Østlandet,Grønt boliglån,5.08,4.94,32911,7898640,394932,1900
2023-10-28,SpareBank 1 Østlandet,Grønt energilån,5.08,4.94,32911,7898640,394932,1900
2023-10-28,Valdres Sparebank,Boliglån miljølån inntil 75%,5.09,4.95,32928,7902720,395136,2000
2023-10-28,SpareBank 1 SMN,Grønt førstehjemslån,5.09,4.94,32923,7901520,395076,2650
2023-10-28,SpareBank 1 Østlandet,Førstehjemslån,5.14,4.99,33049,7931760,396588,1900
2023-10-28,Nybygger.no (Sparebanken Øst),Boliglån 75%,5.15,5.03,33081,7939440,396972,0
2023-10-28,Sparebanken Øst,Grønt førstehjemslån,5.18,5.03,33156,7957440,397872,0
2023-10-28,SpareBank 1 Gudbrandsdal,Grønt Boliglån,5.19,5.05,33203,7968720,398436,1750
2023-10-29,SpareBank 1 Hallingdal Valdres,Grønt føstehjemslån,4.95,4.8,32550,7812000,390600,5000
2023-10-29,Himla Banktjenester (Fana Sparebank),Boliglån innenfor 75 %,5.07,4.96,32887,7892880,394644,0
2023-10-29,SpareBank 1 Østlandet,Grønt boliglån,5.08,4.94,32911,7898640,394932,1900
2023-10-29,SpareBank 1 Østlandet,Grønt energilån,5.08,4.94,32911,7898640,394932,1900
2023-10-29,Valdres Sparebank,Boliglån miljølån inntil 75%,5.09,4.95,32928,7902720,395136,2000
2023-10-29,SpareBank 1 SMN,Grønt førstehjemslån,5.09,4.94,32923,7901520,395076,2650
2023-10-29,SpareBank 1 Østlandet,Førstehjemslån,5.14,4.99,33049,7931760,396588,1900
2023-10-29,Nybygger.no (Sparebanken Øst),Boliglån 75%,5.15,5.03,33081,7939440,396972,0
2023-10-29,Sparebanken Øst,Grønt førstehjemslån,5.18,5.03,33156,7957440,397872,0
2023-10-29,SpareBank 1 Gudbrandsdal,Grønt Boliglån,5.19,5.05,33203,7968720,398436,1750
2023-10-30,SpareBank 1 Hallingdal Valdres,Grønt føstehjemslån,4.95,4.8,32550,7812000,390600,5000
2023-10-30,Himla Banktjenester (Fana Sparebank),Boliglån innenfor 75 %,5.07,4.96,32887,7892880,394644,0
2023-10-30,SpareBank 1 Østlandet,Grønt boliglån,5.08,4.94,32911,7898640,394932,1900
2023-10-30,SpareBank 1 Østlandet,Grønt energilån,5.08,4.94,32911,7898640,394932,1900
2023-10-30,Valdres Sparebank,Boliglån miljølån inntil 75%,5.09,4.95,32928,7902720,395136,2000
2023-10-30,SpareBank 1 SMN,Grønt førstehjemslån,5.09,4.94,32923,7901520,395076,2650
2023-10-30,SpareBank 1 Østlandet,Førstehjemslån,5.14,4.99,33049,7931760,396588,1900
2023-10-30,Sparebanken Øst,Grønt førstehjemslån,5.18,5.03,33156,7957440,397872,0
2023-10-30,SpareBank 1 Gudbrandsdal,Grønt Boliglån,5.19,5.05,33203,7968720,398436,1750
2023-10-30,SpareBank 1 Gudbrandsdal,Førstehjemslån,5.19,5.05,33203,7968720,398436,1750
2023-10-31,SpareBank 1 Hallingdal Valdres,Grønt føstehjemslån,4.95,4.8,32550,7812000,390600,5000
2023-10-31,Himla Banktjenester (Fana Sparebank),Boliglån innenfor 75 %,5.07,4.96,32887,7892880,394644,0
2023-10-31,SpareBank 1 Østlandet,Grønt boliglån,5.08,4.94,32911,7898640,394932,1900
2023-10-31,SpareBank 1 Østlandet,Grønt energilån,5.08,4.94,32911,7898640,394932,1900
2023-10-31,Valdres Sparebank,Boliglån miljølån inntil 75%,5.09,4.95,32928,7902720,395136,2000
2023-10-31,SpareBank 1 SMN,Grønt førstehjemslån,5.09,4.94,32923,7901520,395076,2650
2023-10-31,SpareBank 1 Østlandet,Førstehjemslån,5.14,4.99,33049,7931760,396588,1900
2023-10-31,Sparebanken Øst,Grønt førstehjemslån,5.18,5.03,33156,7957440,397872,0
2023-10-31,SpareBank 1 Gudbrandsdal,Grønt Boliglån,5.19,5.05,33203,7968720,398436,1750
2023-10-31,SpareBank 1 Gudbrandsdal,Førstehjemslån,5.19,5.05,33203,7968720,398436,1750
2023-11-01,SpareBank 1 Hallingdal Valdres,Grønt føstehjemslån,4.95,4.8,32550,7812000,390600,5000
2023-11-01,Himla Banktjenester (Fana Sparebank),Boliglån innenfor 75 %,5.07,4.96,32887,7892880,394644,0
2023-11-01,SpareBank 1 Østlandet,Grønt boliglån,5.08,4.94,32911,7898640,394932,1900
2023-11-01,SpareBank 1 Østlandet,Grønt energilån,5.08,4.94,32911,7898640,394932,1900
2023-11-01,Valdres Sparebank,Boliglån miljølån inntil 75%,5.09,4.95,32928,7902720,395136,2000
2023-11-01,SpareBank 1 SMN,Grønt førstehjemslån,5.09,4.94,32923,7901520,395076,2650
2023-11-01,SpareBank 1 Østlandet,Førstehjemslån,5.14,4.99,33049,7931760,396588,1900
2023-11-01,Sparebanken Øst,Grønt førstehjemslån,5.18,5.03,33156,7957440,397872,0
2023-11-01,SpareBank 1 Gudbrandsdal,Grønt Boliglån,5.19,5.05,33203,7968720,398436,1750
2023-11-01,SpareBank 1 Gudbrandsdal,Førstehjemslån,5.19,5.05,33203,7968720,398436,1750
2023-11-02,SpareBank 1 Hallingdal Valdres,Grønt føstehjemslån,4.95,4.8,32550,7812000,390600,5000
2023-11-02,SpareBank 1 Østlandet,Grønt boliglån,5.08,4.94,32911,7898640,394932,1900
2023-11-02,SpareBank 1 Østlandet,Grønt energilån,5.08,4.94,32911,7898640,394932,1900
2023-11-02,Valdres Sparebank,Boliglån miljølån inntil 75%,5.09,4.95,32928,7902720,395136,2000
2023-11-02,SpareBank 1 SMN,Grønt førstehjemslån,5.09,4.94,32923,7901520,395076,2650
2023-11-02,SpareBank 1 Østlandet,Førstehjemslån,5.14,4.99,33049,7931760,396588,1900
2023-11-02,Sparebanken Øst,Grønt førstehjemslån,5.18,5.03,33156,7957440,397872,0
2023-11-02,SpareBank 1 Gudbrandsdal,Grønt Boliglån,5.19,5.05,33203,7968720,398436,1750
2023-11-02,SpareBank 1 Gudbrandsdal,Førstehjemslån,5.19,5.05,33203,7968720,398436,1750
2023-11-02,DNB Bank ASA,Grønt boliglån,5.19,5.04,33194,7966560,398328,2190
2023-11-03,SpareBank 1 Hallingdal Valdres,Grønt føstehjemslån,4.95,4.8,32550,7812000,390600,5000
2023-11-03,SpareBank 1 Østlandet,Grønt boliglån,5.08,4.94,32911,7898640,394932,1900
2023-11-03,SpareBank 1 Østlandet,Grønt energilån,5.08,4.94,32911,7898640,394932,1900
2023-11-03,Valdres Sparebank,Boliglån miljølån inntil 75%,5.09,4.95,32928,7902720,395136,2000
2023-11-03,SpareBank 1 SMN,Grønt førstehjemslån,5.09,4.94,32923,7901520,395076,2650
2023-11-03,SpareBank 1 Østlandet,Førstehjemslån,5.14,4.99,33049,7931760,396588,1900
2023-11-03,Sparebanken Øst,Grønt førstehjemslån,5.18,5.03,33156,7957440,397872,0
2023-11-03,SpareBank 1 Gudbrandsdal,Grønt Boliglån,5.19,5.05,33203,7968720,398436,1750
2023-11-03,SpareBank 1 Gudbrandsdal,Førstehjemslån,5.19,5.05,33203,7968720,398436,1750
2023-11-03,DNB Bank ASA,Grønt boliglån,5.19,5.04,33194,7966560,398328,2190
2023-11-04,SpareBank 1 Hallingdal Valdres,Grønt føstehjemslån,4.95,4.8,32550,7812000,390600,5000
2023-11-04,SpareBank 1 Østlandet,Grønt boliglån,5.08,4.94,32911,7898640,394932,1900
2023-11-04,SpareBank 1 Østlandet,Grønt energilån,5.08,4.94,32911,7898640,394932,1900
2023-11-04,Valdres Sparebank,Boliglån miljølån inntil 75%,5.09,4.95,32928,7902720,395136,2000
2023-11-04,SpareBank 1 SMN,Grønt førstehjemslån,5.09,4.94,32923,7901520,395076,2650
2023-11-04,SpareBank 1 Østlandet,Førstehjemslån,5.14,4.99,33049,7931760,396588,1900
2023-11-04,Sparebanken Øst,Grønt førstehjemslån,5.18,5.03,33156,7957440,397872,0
2023-11-04,SpareBank 1 Gudbrandsdal,Grønt Boliglån,5.19,5.05,33203,7968720,398436,1750
2023-11-04,SpareBank 1 Gudbrandsdal,Førstehjemslån,5.19,5.05,33203,7968720,398436,1750
2023-11-04,DNB Bank ASA,Grønt boliglån,5.19,5.04,33194,7966560,398328,2190
2023-11-05,SpareBank 1 Hallingdal Valdres,Grønt føstehjemslån,4.95,4.8,32550,7812000,390600,5000
2023-11-05,SpareBank 1 Østlandet,Grønt boliglån,5.08,4.94,32911,7898640,394932,1900
2023-11-05,SpareBank 1 Østlandet,Grønt energilån,5.08,4.94,32911,7898640,394932,1900
2023-11-05,Valdres Sparebank,Boliglån miljølån inntil 75%,5.09,4.95,32928,7902720,395136,2000
2023-11-05,SpareBank 1 SMN,Grønt førstehjemslån,5.09,4.94,32923,7901520,395076,2650
2023-11-05,SpareBank 1 Østlandet,Førstehjemslån,5.14,4.99,33049,7931760,396588,1900
2023-11-05,Sparebanken Øst,Grønt førstehjemslån,5.18,5.03,33156,7957440,397872,0
2023-11-05,SpareBank 1 Gudbrandsdal,Grønt Boliglån,5.19,5.05,33203,7968720,398436,1750
2023-11-05,SpareBank 1 Gudbrandsdal,Førstehjemslån,5.19,5.05,33203,7968720,398436,1750
2023-11-05,DNB Bank ASA,Grønt boliglån,5.19,5.04,33194,7966560,398328,2190
2023-11-06,SpareBank 1 Hallingdal Valdres,Grønt føstehjemslån,4.95,4.8,32550,7812000,390600,5000
2023-11-06,SpareBank 1 Østlandet,Grønt boliglån,5.08,4.94,32911,7898640,394932,1900
2023-11-06,SpareBank 1 Østlandet,Grønt energilån,5.08,4.94,32911,7898640,394932,1900
2023-11-06,Valdres Sparebank,Boliglån miljølån inntil 75%,5.09,4.95,32928,7902720,395136,2000
2023-11-06,SpareBank 1 SMN,Grønt førstehjemslån,5.09,4.94,32923,7901520,395076,2650
2023-11-06,SpareBank 1 Østlandet,Førstehjemslån,5.14,4.99,33049,7931760,396588,1900
2023-11-06,Sparebanken Øst,Grønt førstehjemslån,5.18,5.03,33156,7957440,397872,0
2023-11-06,SpareBank 1 Gudbrandsdal,Grønt Boliglån,5.19,5.05,33203,7968720,398436,1750
2023-11-06,SpareBank 1 Gudbrandsdal,Førstehjemslån,5.19,5.05,33203,7968720,398436,1750
2023-11-06,DNB Bank ASA,Grønt boliglån,5.19,5.04,33194,7966560,398328,2190
2023-11-07,SpareBank 1 Hallingdal Valdres,Grønt føstehjemslån,4.95,4.8,32550,7812000,390600,5000
2023-11-07,SpareBank 1 Østlandet,Grønt boliglån,5.08,4.94,32911,7898640,394932,1900
2023-11-07,SpareBank 1 Østlandet,Grønt energilån,5.08,4.94,32911,7898640,394932,1900
2023-11-07,Valdres Sparebank,Boliglån miljølån inntil 75%,5.09,4.95,32928,7902720,395136,2000
2023-11-07,SpareBank 1 SMN,Grønt førstehjemslån,5.09,4.94,32923,7901520,395076,2650
2023-11-07,SpareBank 1 Østlandet,Førstehjemslån,5.14,4.99,33049,7931760,396588,1900
2023-11-07,Sparebanken Øst,Grønt førstehjemslån,5.18,5.03,33156,7957440,397872,0
2023-11-07,SpareBank 1 Gudbrandsdal,Grønt Boliglån,5.19,5.05,33203,7968720,398436,1750
2023-11-07,SpareBank 1 Gudbrandsdal,Førstehjemslån,5.19,5.05,33203,7968720,398436,1750
2023-11-07,DNB Bank ASA,Grønt boliglån,5.19,5.04,33194,7966560,398328,2190
2023-11-08,SpareBank 1 Hallingdal Valdres,Grønt føstehjemslån,4.95,4.8,32550,7812000,390600,5000
2023-11-08,SpareBank 1 Østlandet,Grønt boliglån,5.08,4.94,32911,7898640,394932,1900
2023-11-08,SpareBank 1 Østlandet,Grønt energilån,5.08,4.94,32911,7898640,394932,1900
2023-11-08,Valdres Sparebank,Boliglån miljølån inntil 75%,5.09,4.95,32928,7902720,395136,2000
2023-11-08,SpareBank 1 SMN,Grønt førstehjemslån,5.09,4.94,32923,7901520,395076,2650
2023-11-08,SpareBank 1 Østlandet,Førstehjemslån,5.14,4.99,33049,7931760,396588,1900
2023-11-08,Sparebanken Øst,Grønt førstehjemslån,5.18,5.03,33156,7957440,397872,0
2023-11-08,SpareBank 1 Gudbrandsdal,Grønt Boliglån,5.19,5.05,33203,7968720,398436,1750
2023-11-08,SpareBank 1 Gudbrandsdal,Førstehjemslån,5.19,5.05,33203,7968720,398436,1750
2023-11-08,DNB Bank ASA,Grønt boliglån,5.19,5.04,33194,7966560,398328,2190
2023-11-09,SpareBank 1 Hallingdal Valdres,Grønt føstehjemslån,4.95,4.8,32550,7812000,390600,5000
2023-11-09,SpareBank 1 Østlandet,Grønt boliglån,5.08,4.94,32911,7898640,394932,1900
2023-11-09,SpareBank 1 Østlandet,Grønt energilån,5.08,4.94,32911,7898640,394932,1900
2023-11-09,Valdres Sparebank,Boliglån miljølån inntil 75%,5.09,4.95,32928,7902720,395136,2000
2023-11-09,SpareBank 1 SMN,Grønt førstehjemslån,5.09,4.94,32923,7901520,395076,2650
2023-11-09,SpareBank 1 Østlandet,Førstehjemslån,5.14,4.99,33049,7931760,396588,1900
2023-11-09,Sparebanken Øst,Grønt førstehjemslån,5.18,5.03,33156,7957440,397872,0
2023-11-09,SpareBank 1 Gudbrandsdal,Grønt Boliglån,5.19,5.05,33203,7968720,398436,1750
2023-11-09,SpareBank 1 Gudbrandsdal,Førstehjemslån,5.19,5.05,33203,7968720,398436,1750
2023-11-09,DNB Bank ASA,Grønt boliglån,5.19,5.04,33194,7966560,398328,2190
2023-11-10,SpareBank 1 Hallingdal Valdres,Grønt føstehjemslån,4.95,4.8,32550,7812000,390600,5000
2023-11-10,SpareBank 1 Østlandet,Grønt boliglån,5.08,4.94,32911,7898640,394932,1900
2023-11-10,SpareBank 1 Østlandet,Grønt energilån,5.08,4.94,32911,7898640,394932,1900
2023-11-10,Valdres Sparebank,Boliglån miljølån inntil 75%,5.09,4.95,32928,7902720,395136,2000
2023-11-10,SpareBank 1 SMN,Grønt førstehjemslån,5.09,4.94,32923,7901520,395076,2650
2023-11-10,SpareBank 1 Østlandet,Førstehjemslån,5.14,4.99,33049,7931760,396588,1900
2023-11-10,Sparebanken Øst,Grønt førstehjemslån,5.18,5.03,33156,7957440,397872,0
2023-11-10,SpareBank 1 Gudbrandsdal,Grønt Boliglån,5.19,5.05,33203,7968720,398436,1750
2023-11-10,SpareBank 1 Gudbrandsdal,Førstehjemslån,5.19,5.05,33203,7968720,398436,1750
2023-11-10,DNB Bank ASA,Grønt boliglån,5.19,5.04,33194,7966560,398328,2190
2023-11-11,SpareBank 1 Hallingdal Valdres,Grønt føstehjemslån,4.95,4.8,32550,7812000,390600,5000
2023-11-11,SpareBank 1 Østlandet,Grønt boliglån,5.08,4.94,32911,7898640,394932,1900
2023-11-11,SpareBank 1 Østlandet,Grønt energilån,5.08,4.94,32911,7898640,394932,1900
2023-11-11,Valdres Sparebank,Boliglån miljølån inntil 75%,5.09,4.95,32928,7902720,395136,2000
2023-11-11,SpareBank 1 SMN,Grønt førstehjemslån,5.09,4.94,32923,7901520,395076,2650
2023-11-11,SpareBank 1 Østlandet,Førstehjemslån,5.14,4.99,33049,7931760,396588,1900
2023-11-11,Sparebanken Øst,Grønt førstehjemslån,5.18,5.03,33156,7957440,397872,0
2023-11-11,SpareBank 1 Gudbrandsdal,Grønt Boliglån,5.19,5.05,33203,7968720,398436,1750
2023-11-11,SpareBank 1 Gudbrandsdal,Førstehjemslån,5.19,5.05,33203,7968720,398436,1750
2023-11-11,DNB Bank ASA,Grønt boliglån,5.19,5.04,33194,7966560,398328,2190
2023-11-12,SpareBank 1 Hallingdal Valdres,Grønt føstehjemslån,4.95,4.8,32550,7812000,390600,5000
2023-11-12,SpareBank 1 Østlandet,Grønt boliglån,5.08,4.94,32911,7898640,394932,1900
2023-11-12,SpareBank 1 Østlandet,Grønt energilån,5.08,4.94,32911,7898640,394932,1900
2023-11-12,Valdres Sparebank,Boliglån miljølån inntil 75%,5.09,4.95,32928,7902720,395136,2000
2023-11-12,SpareBank 1 SMN,Grønt førstehjemslån,5.09,4.94,32923,7901520,395076,2650
2023-11-12,SpareBank 1 Østlandet,Førstehjemslån,5.14,4.99,33049,7931760,396588,1900
2023-11-12,Sparebanken Øst,Grønt førstehjemslån,5.18,5.03,33156,7957440,397872,0
2023-11-12,SpareBank 1 Gudbrandsdal,Grønt Boliglån,5.19,5.05,33203,7968720,398436,1750
2023-11-12,SpareBank 1 Gudbrandsdal,Førstehjemslån,5.19,5.05,33203,7968720,398436,1750
2023-11-12,DNB Bank ASA,Grønt boliglån,5.19,5.04,33194,7966560,398328,2190
2023-11-13,SpareBank 1 Hallingdal Valdres,Grønt føstehjemslån,4.95,4.8,32550,7812000,390600,5000
2023-11-13,SpareBank 1 Østlandet,Grønt boliglån,5.08,4.94,32911,7898640,394932,1900
2023-11-13,SpareBank 1 Østlandet,Grønt energilån,5.08,4.94,32911,7898640,394932,1900
2023-11-13,Valdres Sparebank,Boliglån miljølån inntil 75%,5.09,4.95,32928,7902720,395136,2000
2023-11-13,SpareBank 1 SMN,Grønt førstehjemslån,5.09,4.94,32923,7901520,395076,2650
2023-11-13,SpareBank 1 Østlandet,Førstehjemslån,5.14,4.99,33049,7931760,396588,1900
2023-11-13,Sparebanken Øst,Grønt førstehjemslån,5.18,5.03,33156,7957440,397872,0
2023-11-13,SpareBank 1 Gudbrandsdal,Grønt Boliglån,5.19,5.05,33203,7968720,398436,1750
2023-11-13,SpareBank 1 Gudbrandsdal,Førstehjemslån,5.19,5.05,33203,7968720,398436,1750
2023-11-13,DNB Bank ASA,Grønt boliglån,5.19,5.04,33194,7966560,398328,2190
2023-11-14,SpareBank 1 Hallingdal Valdres,Grønt føstehjemslån,4.95,4.8,32550,7812000,390600,5000
2023-11-14,SpareBank 1 Østlandet,Grønt boliglån,5.08,4.94,32911,7898640,394932,1900
2023-11-14,SpareBank 1 Østlandet,Grønt energilån,5.08,4.94,32911,7898640,394932,1900
2023-11-14,Valdres Sparebank,Boliglån miljølån inntil 75%,5.09,4.95,32928,7902720,395136,2000
2023-11-14,SpareBank 1 SMN,Grønt førstehjemslån,5.09,4.94,32923,7901520,395076,2650
2023-11-14,SpareBank 1 Østlandet,Førstehjemslån,5.14,4.99,33049,7931760,396588,1900
2023-11-14,Sparebanken Øst,Grønt førstehjemslån,5.18,5.03,33156,7957440,397872,0
2023-11-14,SpareBank 1 Gudbrandsdal,Grønt Boliglån,5.19,5.05,33203,7968720,398436,1750
2023-11-14,SpareBank 1 Gudbrandsdal,Førstehjemslån,5.19,5.05,33203,7968720,398436,1750
2023-11-14,DNB Bank ASA,Grønt boliglån,5.19,5.04,33194,7966560,398328,2190
2023-11-15,SpareBank 1 Hallingdal Valdres,Grønt føstehjemslån,4.95,4.8,32550,7812000,390600,5000
2023-11-15,SpareBank 1 Østlandet,Grønt boliglån,5.08,4.94,32911,7898640,394932,1900
2023-11-15,SpareBank 1 Østlandet,Grønt energilån,5.08,4.94,32911,7898640,394932,1900
2023-11-15,Valdres Sparebank,Boliglån miljølån inntil 75%,5.09,4.95,32928,7902720,395136,2000
2023-11-15,SpareBank 1 SMN,Grønt førstehjemslån,5.09,4.94,32923,7901520,395076,2650
2023-11-15,SpareBank 1 Østlandet,Førstehjemslån,5.14,4.99,33049,7931760,396588,1900
2023-11-15,Sparebanken Øst,Grønt førstehjemslån,5.18,5.03,33156,7957440,397872,0
2023-11-15,SpareBank 1 Gudbrandsdal,Grønt Boliglån,5.19,5.05,33203,7968720,398436,1750
2023-11-15,SpareBank 1 Gudbrandsdal,Førstehjemslån,5.19,5.05,33203,7968720,398436,1750
2023-11-15,DNB Bank ASA,Grønt boliglån,5.19,5.04,33194,7966560,398328,2190
2023-11-16,SpareBank 1 Hallingdal Valdres,Grønt føstehjemslån,4.95,4.8,32550,7812000,390600,5000
2023-11-16,SpareBank 1 Østlandet,Grønt boliglån,5.08,4.94,32911,7898640,394932,1900
2023-11-16,SpareBank 1 Østlandet,Grønt energilån,5.08,4.94,32911,7898640,394932,1900
2023-11-16,Valdres Sparebank,Boliglån miljølån inntil 75%,5.09,4.95,32928,7902720,395136,2000
2023-11-16,SpareBank 1 SMN,Grønt førstehjemslån,5.09,4.94,32923,7901520,395076,2650
2023-11-16,SpareBank 1 Østlandet,Førstehjemslån,5.14,4.99,33049,7931760,396588,1900
2023-11-16,Sparebanken Øst,Grønt førstehjemslån,5.18,5.03,33156,7957440,397872,0
2023-11-16,SpareBank 1 Gudbrandsdal,Grønt Boliglån,5.19,5.05,33203,7968720,398436,1750
2023-11-16,SpareBank 1 Gudbrandsdal,Førstehjemslån,5.19,5.05,33203,7968720,398436,1750
2023-11-16,DNB Bank ASA,Grønt boliglån,5.19,5.04,33194,7966560,398328,2190
2023-11-17,SpareBank 1 Hallingdal Valdres,Grønt føstehjemslån,4.95,4.8,32550,7812000,390600,5000
2023-11-17,SpareBank 1 Østlandet,Grønt boliglån,5.08,4.94,32911,7898640,394932,1900
2023-11-17,SpareBank 1 Østlandet,Grønt energilån,5.08,4.94,32911,7898640,394932,1900
2023-11-17,Valdres Sparebank,Boliglån miljølån inntil 75%,5.09,4.95,32928,7902720,395136,2000
2023-11-17,SpareBank 1 SMN,Grønt førstehjemslån,5.09,4.94,32923,7901520,395076,2650
2023-11-17,SpareBank 1 Østlandet,Førstehjemslån,5.14,4.99,33049,7931760,396588,1900
2023-11-17,Sparebanken Øst,Grønt førstehjemslån,5.18,5.03,33156,7957440,397872,0
2023-11-17,SpareBank 1 Gudbrandsdal,Grønt Boliglån,5.19,5.05,33203,7968720,398436,1750
2023-11-17,SpareBank 1 Gudbrandsdal,Førstehjemslån,5.19,5.05,33203,7968720,398436,1750
2023-11-17,DNB Bank ASA,Grønt boliglån,5.19,5.04,33194,7966560,398328,2190
2023-11-18,SpareBank 1 Hallingdal Valdres,Grønt føstehjemslån,4.95,4.8,32550,7812000,390600,5000
2023-11-18,SpareBank 1 Østlandet,Grønt boliglån,5.08,4.94,32911,7898640,394932,1900
2023-11-18,SpareBank 1 Østlandet,Grønt energilån,5.08,4.94,32911,7898640,394932,1900
2023-11-18,Valdres Sparebank,Boliglån miljølån inntil 75%,5.09,4.95,32928,7902720,395136,2000
2023-11-18,SpareBank 1 SMN,Grønt førstehjemslån,5.09,4.94,32923,7901520,395076,2650
2023-11-18,SpareBank 1 Østlandet,Førstehjemslån,5.14,4.99,33049,7931760,396588,1900
2023-11-18,Sparebanken Øst,Grønt førstehjemslån,5.18,5.03,33156,7957440,397872,0
2023-11-18,SpareBank 1 Gudbrandsdal,Grønt Boliglån,5.19,5.05,33203,7968720,398436,1750
2023-11-18,SpareBank 1 Gudbrandsdal,Førstehjemslån,5.19,5.05,33203,7968720,398436,1750
2023-11-18,DNB Bank ASA,Grønt boliglån,5.19,5.04,33194,7966560,398328,2190
2023-11-19,SpareBank 1 Hallingdal Valdres,Grønt føstehjemslån,4.95,4.8,32550,7812000,390600,5000
2023-11-19,SpareBank 1 Østlandet,Grønt boliglån,5.08,4.94,32911,7898640,394932,1900
2023-11-19,SpareBank 1 Østlandet,Grønt energilån,5.08,4.94,32911,7898640,394932,1900
2023-11-19,Valdres Sparebank,Boliglån miljølån inntil 75%,5.09,4.95,32928,7902720,395136,2000
2023-11-19,SpareBank 1 SMN,Grønt førstehjemslån,5.09,4.94,32923,7901520,395076,2650
2023-11-19,SpareBank 1 Østlandet,Førstehjemslån,5.14,4.99,33049,7931760,396588,1900
2023-11-19,Sparebanken Øst,Grønt førstehjemslån,5.18,5.03,33156,7957440,397872,0
2023-11-19,SpareBank 1 Gudbrandsdal,Grønt Boliglån,5.19,5.05,33203,7968720,398436,1750
2023-11-19,SpareBank 1 Gudbrandsdal,Førstehjemslån,5.19,5.05,33203,7968720,398436,1750
2023-11-19,DNB Bank ASA,Grønt boliglån,5.19,5.04,33194,7966560,398328,2190
2023-11-20,SpareBank 1 Hallingdal Valdres,Grønt føstehjemslån,4.95,4.8,32550,7812000,390600,5000
2023-11-20,SpareBank 1 Østlandet,Grønt boliglån,5.08,4.94,32911,7898640,394932,1900
2023-11-20,SpareBank 1 Østlandet,Grønt energilån,5.08,4.94,32911,7898640,394932,1900
2023-11-20,Valdres Sparebank,Boliglån miljølån inntil 75%,5.09,4.95,32928,7902720,395136,2000
2023-11-20,SpareBank 1 SMN,Grønt førstehjemslån,5.09,4.94,32923,7901520,395076,2650
